driverId,grid,q_position,year,date,time,circuitRef,ds_points,ds_position,ds_wins,cs_points,cs_position,cs_wins,q1_ms,q2_ms,q3_ms,is_podium
4,2,3,2005,2005-09-04,14:00:00,monza,95.0,1.0,6.0,130.0,1.0,7.0,81319.0,,,1
21,8,9,2005,2005-09-04,14:00:00,monza,35.0,6.0,1.0,130.0,1.0,7.0,82068.0,,,1
15,5,6,2005,2005-09-04,14:00:00,monza,39.0,5.0,0.0,71.0,4.0,0.0,81640.0,,,0
23,9,10,2005,2005-09-04,14:00:00,monza,32.0,7.0,0.0,71.0,4.0,0.0,82266.0,,,0
42,16,16,2005,2005-09-04,14:00:00,monza,,15.0,,52.0,5.0,0.0,83291.0,,,0
17,14,14,2005,2005-09-04,14:00:00,monza,24.0,10.0,0.0,52.0,5.0,0.0,82560.0,,,0
18,3,4,2005,2005-09-04,14:00:00,monza,23.0,11.0,0.0,24.0,7.0,0.0,81369.0,,,0
11,4,5,2005,2005-09-04,14:00:00,monza,1.0,22.0,0.0,24.0,7.0,0.0,81477.0,,,0
13,15,15,2005,2005-09-04,14:00:00,monza,8.0,13.0,0.0,14.0,8.0,0.0,83060.0,,,0
35,12,12,2005,2005-09-04,14:00:00,monza,6.0,16.0,0.0,14.0,8.0,0.0,82356.0,,,0
30,6,7,2005,2005-09-04,14:00:00,monza,55.0,3.0,1.0,86.0,3.0,1.0,81721.0,,,0
22,7,8,2005,2005-09-04,14:00:00,monza,31.0,8.0,0.0,86.0,3.0,1.0,81962.0,,,0
32,13,13,2005,2005-09-04,14:00:00,monza,5.0,18.0,0.0,27.0,6.0,0.0,82532.0,,,0
14,10,11,2005,2005-09-04,14:00:00,monza,21.0,12.0,0.0,27.0,6.0,0.0,82304.0,,,0
33,17,17,2005,2005-09-04,14:00:00,monza,6.0,14.0,0.0,11.0,9.0,0.0,84666.0,,,0
39,19,19,2005,2005-09-04,14:00:00,monza,5.0,17.0,0.0,11.0,9.0,0.0,85859.0,,,0
38,18,18,2005,2005-09-04,14:00:00,monza,0.0,24.0,0.0,7.0,10.0,0.0,84904.0,,,0
27,20,20,2005,2005-09-04,14:00:00,monza,4.0,19.0,0.0,7.0,10.0,0.0,86964.0,,,0
22,1,1,2004,2004-09-12,,monza,88.0,2.0,0.0,216.0,1.0,12.0,80089.0,,,1
30,3,3,2004,2004-09-12,,monza,128.0,1.0,12.0,216.0,1.0,12.0,80637.0,,,1
18,6,6,2004,2004-09-12,,monza,65.0,3.0,0.0,83.0,3.0,0.0,80786.0,,,1
11,5,5,2004,2004-09-12,,monza,18.0,9.0,0.0,83.0,3.0,0.0,80715.0,,,0
31,2,2,2004,2004-09-12,,monza,38.0,6.0,0.0,54.0,4.0,0.0,80620.0,,,0
42,8,8,2004,2004-09-12,,monza,4.0,15.0,0.0,54.0,4.0,0.0,80888.0,,,0
14,10,10,2004,2004-09-12,,monza,21.0,8.0,0.0,49.0,5.0,1.0,81049.0,,,0
8,7,7,2004,2004-09-12,,monza,28.0,7.0,1.0,49.0,5.0,1.0,80877.0,,,0
21,15,15,2004,2004-09-12,,monza,18.0,10.0,0.0,28.0,6.0,0.0,82239.0,,,0
13,16,16,2004,2004-09-12,,monza,10.0,12.0,0.0,28.0,6.0,0.0,82287.0,,,0
17,12,12,2004,2004-09-12,,monza,7.0,13.0,0.0,10.0,7.0,0.0,81602.0,,,0
32,14,14,2004,2004-09-12,,monza,3.0,16.0,0.0,10.0,7.0,0.0,81989.0,,,0
15,9,9,2004,2004-09-12,,monza,46.0,4.0,1.0,91.0,2.0,1.0,81027.0,,,0
4,4,4,2004,2004-09-12,,monza,45.0,5.0,0.0,91.0,2.0,1.0,80645.0,,,0
41,11,11,2004,2004-09-12,,monza,0.0,22.0,0.0,9.0,8.0,0.0,81520.0,,,0
44,13,13,2004,2004-09-12,,monza,6.0,14.0,0.0,9.0,8.0,0.0,81841.0,,,0
2,20,17,2004,2004-09-12,,monza,3.0,18.0,0.0,5.0,9.0,0.0,82301.0,,,0
45,17,18,2004,2004-09-12,,monza,0.0,23.0,0.0,5.0,9.0,0.0,83239.0,,,0
47,19,19,2004,2004-09-12,,monza,1.0,20.0,0.0,1.0,10.0,0.0,84808.0,,,0
46,18,20,2004,2004-09-12,,monza,0.0,24.0,0.0,1.0,10.0,0.0,84910.0,,,0
30,1,1,2003,2003-09-14,,monza,72.0,1.0,4.0,121.0,2.0,5.0,80963.0,,,1
22,3,3,2003,2003-09-14,,monza,49.0,6.0,1.0,121.0,2.0,5.0,81242.0,,,1
31,2,2,2003,2003-09-14,,monza,71.0,2.0,2.0,129.0,1.0,4.0,81014.0,,,1
48,5,5,2003,2003-09-14,,monza,,19.0,,129.0,1.0,4.0,81834.0,,,0
8,4,4,2003,2003-09-14,,monza,70.0,3.0,1.0,115.0,3.0,2.0,81466.0,,,0
14,8,8,2003,2003-09-14,,monza,45.0,7.0,1.0,115.0,3.0,2.0,82471.0,,,0
35,10,10,2003,2003-09-14,,monza,3.0,15.0,0.0,15.0,5.0,0.0,82717.0,,,0
18,7,7,2003,2003-09-14,,monza,12.0,10.0,0.0,15.0,5.0,0.0,82301.0,,,0
17,11,11,2003,2003-09-14,,monza,15.0,9.0,0.0,15.0,6.0,0.0,82754.0,,,0
51,15,15,2003,2003-09-14,,monza,0.0,20.0,0.0,15.0,6.0,0.0,83484.0,,,0
4,20,20,2003,2003-09-14,,monza,54.0,5.0,1.0,78.0,4.0,1.0,100405.0,,,0
15,6,6,2003,2003-09-14,,monza,24.0,8.0,0.0,78.0,4.0,1.0,81944.0,,,0
2,16,16,2003,2003-09-14,,monza,2.0,16.0,0.0,9.0,9.0,0.0,83803.0,,,0
49,14,14,2003,2003-09-14,,monza,7.0,13.0,0.0,9.0,9.0,0.0,83216.0,,,0
21,13,13,2003,2003-09-14,,monza,10.0,11.0,1.0,11.0,8.0,1.0,82992.0,,,0
47,18,18,2003,2003-09-14,,monza,,,,11.0,8.0,1.0,85881.0,,,0
53,19,19,2003,2003-09-14,,monza,0.0,21.0,0.0,0.0,10.0,0.0,86778.0,,,0
50,17,17,2003,2003-09-14,,monza,0.0,19.0,0.0,0.0,10.0,0.0,85078.0,,,0
44,9,9,2003,2003-09-14,,monza,6.0,14.0,0.0,14.0,7.0,0.0,82488.0,,,0
43,12,12,2003,2003-09-14,,monza,8.0,12.0,0.0,14.0,7.0,0.0,82914.0,,,0
65,8,8,1995,1995-09-10,,monza,28.0,5.0,1.0,94.0,1.0,7.0,86433.0,,,1
30,2,2,1995,1995-09-10,,monza,66.0,1.0,6.0,94.0,1.0,7.0,85026.0,,,0
57,7,7,1995,1995-09-10,,monza,5.0,13.0,0.0,12.0,6.0,0.0,85920.0,,,1
87,9,9,1995,1995-09-10,,monza,7.0,11.0,0.0,12.0,6.0,0.0,86472.0,,,0
49,10,10,1995,1995-09-10,,monza,10.0,7.0,0.0,12.0,7.0,0.0,86541.0,,,1
96,14,14,1995,1995-09-10,,monza,2.0,14.0,0.0,12.0,7.0,0.0,88741.0,,,0
63,16,16,1995,1995-09-10,,monza,0.0,17.0,0.0,0.0,9.0,0.0,89028.0,,,0
79,17,17,1995,1995-09-10,,monza,0.0,19.0,0.0,0.0,9.0,0.0,89287.0,,,0
97,15,15,1995,1995-09-10,,monza,,,,1.0,8.0,0.0,88870.0,,,0
89,20,20,1995,1995-09-10,,monza,0.0,23.0,0.0,1.0,8.0,0.0,90515.0,,,0
64,23,23,1995,1995-09-10,,monza,0.0,25.0,0.0,0.0,13.0,0.0,92102.0,,,0
90,22,22,1995,1995-09-10,,monza,0.0,30.0,0.0,0.0,13.0,0.0,90834.0,,,0
55,5,5,1995,1995-09-10,,monza,32.0,3.0,1.0,57.0,3.0,1.0,85707.0,,,0
77,3,3,1995,1995-09-10,,monza,25.0,6.0,0.0,57.0,3.0,1.0,85353.0,,,0
22,6,6,1995,1995-09-10,,monza,8.0,8.0,0.0,14.0,5.0,0.0,85919.0,,,0
56,12,12,1995,1995-09-10,,monza,6.0,12.0,0.0,14.0,5.0,0.0,87271.0,,,0
69,18,18,1995,1995-09-10,,monza,0.0,20.0,0.0,0.0,10.0,0.0,89559.0,,,0
83,19,19,1995,1995-09-10,,monza,0.0,22.0,0.0,0.0,10.0,0.0,89936.0,,,0
71,4,4,1995,1995-09-10,,monza,51.0,2.0,3.0,80.0,2.0,3.0,85699.0,,,0
14,1,1,1995,1995-09-10,,monza,29.0,4.0,0.0,80.0,2.0,3.0,84462.0,,,0
44,13,13,1995,1995-09-10,,monza,8.0,9.0,0.0,16.0,4.0,0.0,87384.0,,,0
84,11,11,1995,1995-09-10,,monza,7.0,10.0,0.0,16.0,4.0,0.0,87067.0,,,0
85,21,21,1995,1995-09-10,,monza,0.0,21.0,0.0,0.0,11.0,0.0,90721.0,,,0
71,3,3,1994,1994-09-11,,monza,55.0,2.0,3.0,62.0,2.0,3.0,84158.0,,,1
14,5,5,1994,1994-09-11,,monza,7.0,11.0,0.0,62.0,2.0,3.0,84502.0,,,0
77,2,2,1994,1994-09-11,,monza,27.0,3.0,1.0,52.0,3.0,1.0,83978.0,,,1
55,1,1,1994,1994-09-11,,monza,19.0,4.0,0.0,52.0,3.0,1.0,83844.0,,,0
57,7,7,1994,1994-09-11,,monza,14.0,5.0,0.0,23.0,4.0,0.0,85528.0,,,1
84,15,15,1994,1994-09-11,,monza,9.0,7.0,0.0,23.0,4.0,0.0,85933.0,,,0
22,16,16,1994,1994-09-11,,monza,10.0,6.0,0.0,14.0,5.0,0.0,85946.0,,,0
56,9,9,1994,1994-09-11,,monza,1.0,24.0,0.0,14.0,5.0,0.0,85568.0,,,0
103,12,12,1994,1994-09-11,,monza,4.0,16.0,0.0,11.0,7.0,0.0,85718.0,,,0
44,6,6,1994,1994-09-11,,monza,7.0,10.0,0.0,11.0,7.0,0.0,85455.0,,,0
100,24,24,1994,1994-09-11,,monza,2.0,21.0,0.0,2.0,11.0,0.0,87894.0,,,0
114,23,23,1994,1994-09-11,,monza,,25.0,,2.0,11.0,0.0,87846.0,,,0
109,20,20,1994,1994-09-11,,monza,1.0,23.0,0.0,85.0,1.0,7.0,86384.0,,,0
50,10,10,1994,1994-09-11,,monza,8.0,8.0,0.0,85.0,1.0,7.0,85618.0,,,0
101,26,26,1994,1994-09-11,,monza,0.0,30.0,0.0,0.0,13.0,0.0,88619.0,,,0
111,25,25,1994,1994-09-11,,monza,0.0,28.0,0.0,0.0,13.0,0.0,88353.0,,,0
79,14,14,1994,1994-09-11,,monza,5.0,15.0,0.0,13.0,6.0,0.0,85889.0,,,0
87,21,21,1994,1994-09-11,,monza,8.0,9.0,0.0,13.0,6.0,0.0,86574.0,,,0
104,19,19,1994,1994-09-11,,monza,6.0,13.0,0.0,9.0,9.0,0.0,86337.0,,,0
81,17,17,1994,1994-09-11,,monza,3.0,20.0,0.0,9.0,9.0,0.0,86002.0,,,0
94,18,18,1994,1994-09-11,,monza,4.0,19.0,0.0,5.0,10.0,0.0,86056.0,,,0
105,22,22,1994,1994-09-11,,monza,1.0,22.0,0.0,5.0,10.0,0.0,86832.0,,,0
49,11,11,1994,1994-09-11,,monza,5.0,14.0,0.0,10.0,8.0,0.0,85628.0,,,0
110,8,8,1994,1994-09-11,,monza,4.0,18.0,0.0,10.0,8.0,0.0,85540.0,,,0
65,4,4,1994,1994-09-11,,monza,0.0,25.0,0.0,0.0,12.0,0.0,84374.0,,,0
70,13,13,1994,1994-09-11,,monza,0.0,29.0,0.0,0.0,12.0,0.0,85733.0,,,0
22,5,5,2009,2009-09-13,12:00:00,monza,56.0,2.0,1.0,128.0,1.0,7.0,83483.0,82976.0,85015.0,1
18,6,6,2009,2009-09-13,12:00:00,monza,72.0,1.0,6.0,128.0,1.0,7.0,83403.0,82955.0,85030.0,1
8,3,3,2009,2009-09-13,12:00:00,monza,34.0,5.0,1.0,56.0,3.0,1.0,83349.0,83426.0,84523.0,1
21,14,14,2009,2009-09-13,12:00:00,monza,8.0,14.0,0.0,56.0,3.0,1.0,83828.0,83901.0,,0
16,2,2,2009,2009-09-13,12:00:00,monza,0.0,18.0,0.0,8.0,9.0,0.0,83576.0,83070.0,84261.0,0
24,7,7,2009,2009-09-13,12:00:00,monza,,18.0,,8.0,9.0,0.0,83578.0,83207.0,85043.0,0
4,8,8,2009,2009-09-13,12:00:00,monza,16.0,12.0,0.0,16.0,8.0,0.0,83708.0,83497.0,85072.0,0
154,12,12,2009,2009-09-13,12:00:00,monza,0.0,23.0,0.0,16.0,8.0,0.0,83975.0,83728.0,,0
5,4,4,2009,2009-09-13,12:00:00,monza,17.0,10.0,0.0,44.0,4.0,1.0,83515.0,83528.0,84845.0,0
1,1,1,2009,2009-09-13,12:00:00,monza,27.0,7.0,1.0,44.0,4.0,1.0,83375.0,82973.0,84066.0,0
2,15,15,2009,2009-09-13,12:00:00,monza,10.0,13.0,0.0,18.0,7.0,0.0,83584.0,84275.0,,0
9,13,13,2009,2009-09-13,12:00:00,monza,8.0,15.0,0.0,18.0,7.0,0.0,84001.0,83866.0,,0
20,9,9,2009,2009-09-13,12:00:00,monza,53.0,3.0,2.0,104.5,2.0,3.0,83558.0,83545.0,85180.0,0
17,10,10,2009,2009-09-13,12:00:00,monza,51.5,4.0,1.0,104.5,2.0,3.0,83755.0,83273.0,85314.0,0
6,17,17,2009,2009-09-13,12:00:00,monza,0.0,19.0,0.0,30.5,6.0,0.0,84074.0,,,0
3,18,18,2009,2009-09-13,12:00:00,monza,30.5,6.0,0.0,30.5,6.0,0.0,84121.0,,,0
10,16,16,2009,2009-09-13,12:00:00,monza,16.0,11.0,0.0,38.5,5.0,0.0,84036.0,,,0
15,11,11,2009,2009-09-13,12:00:00,monza,22.5,8.0,0.0,38.5,5.0,0.0,84014.0,83611.0,,0
67,19,19,2009,2009-09-13,12:00:00,monza,3.0,16.0,0.0,5.0,10.0,0.0,84220.0,,,0
153,20,20,2009,2009-09-13,12:00:00,monza,0.0,22.0,0.0,5.0,10.0,0.0,84951.0,,,0
4,1,1,2010,2010-09-12,12:00:00,monza,141.0,5.0,2.0,250.0,3.0,2.0,82646.0,82297.0,81962.0,1
13,3,3,2010,2010-09-12,12:00:00,monza,109.0,6.0,0.0,250.0,3.0,2.0,82421.0,82610.0,82293.0,1
18,2,2,2010,2010-09-12,12:00:00,monza,147.0,4.0,2.0,329.0,2.0,5.0,83085.0,82354.0,82084.0,1
1,5,5,2010,2010-09-12,12:00:00,monza,182.0,1.0,3.0,329.0,2.0,5.0,82830.0,82394.0,82623.0,0
20,6,6,2010,2010-09-12,12:00:00,monza,151.0,3.0,2.0,330.0,1.0,6.0,83235.0,82701.0,82675.0,0
17,4,4,2010,2010-09-12,12:00:00,monza,179.0,2.0,4.0,330.0,1.0,6.0,83431.0,82706.0,82433.0,0
3,7,7,2010,2010-09-12,12:00:00,monza,102.0,8.0,0.0,146.0,4.0,0.0,83529.0,83055.0,83027.0,0
30,12,12,2010,2010-09-12,12:00:00,monza,44.0,10.0,0.0,146.0,4.0,0.0,83840.0,83388.0,,0
807,8,8,2010,2010-09-12,12:00:00,monza,10.0,15.0,0.0,40.0,7.0,0.0,83516.0,82989.0,83037.0,0
22,10,10,2010,2010-09-12,12:00:00,monza,30.0,11.0,0.0,40.0,7.0,0.0,83695.0,83142.0,83328.0,0
9,9,9,2010,2010-09-12,12:00:00,monza,104.0,7.0,0.0,123.0,5.0,0.0,83234.0,82880.0,83039.0,0
808,20,15,2010,2010-09-12,12:00:00,monza,19.0,13.0,0.0,123.0,5.0,0.0,84086.0,83819.0,,0
67,14,14,2010,2010-09-12,12:00:00,monza,7.0,16.0,0.0,10.0,9.0,0.0,83744.0,83681.0,,0
153,15,16,2010,2010-09-12,12:00:00,monza,3.0,18.0,0.0,10.0,9.0,0.0,84083.0,83919.0,,0
24,19,20,2010,2010-09-12,12:00:00,monza,13.0,14.0,0.0,58.0,6.0,0.0,85774.0,,,0
16,11,11,2010,2010-09-12,12:00:00,monza,45.0,9.0,0.0,58.0,6.0,0.0,83493.0,83199.0,,0
37,16,17,2010,2010-09-12,12:00:00,monza,6.0,17.0,0.0,27.0,8.0,0.0,84442.0,84044.0,,0
155,13,13,2010,2010-09-12,12:00:00,monza,21.0,12.0,0.0,27.0,8.0,0.0,84273.0,83659.0,,0
10,24,21,2010,2010-09-12,12:00:00,monza,0.0,24.0,0.0,0.0,12.0,0.0,85934.0,,,0
810,21,22,2010,2010-09-12,12:00:00,monza,0.0,21.0,0.0,0.0,12.0,0.0,85974.0,,,0
5,18,19,2010,2010-09-12,12:00:00,monza,0.0,19.0,0.0,0.0,10.0,0.0,85742.0,,,0
15,17,18,2010,2010-09-12,12:00:00,monza,0.0,22.0,0.0,0.0,10.0,0.0,85540.0,,,0
29,23,24,2010,2010-09-12,12:00:00,monza,0.0,25.0,0.0,0.0,11.0,0.0,87020.0,,,0
811,22,23,2010,2010-09-12,12:00:00,monza,0.0,23.0,0.0,0.0,11.0,0.0,86847.0,,,0
20,1,1,2011,2011-09-11,12:00:00,monza,259.0,1.0,7.0,426.0,1.0,7.0,84002.0,82914.0,82275.0,1
17,5,5,2011,2011-09-11,12:00:00,monza,167.0,2.0,0.0,426.0,1.0,7.0,84148.0,83387.0,82972.0,0
18,3,3,2011,2011-09-11,12:00:00,monza,149.0,4.0,2.0,295.0,2.0,4.0,84013.0,83031.0,82777.0,1
1,2,2,2011,2011-09-11,12:00:00,monza,146.0,5.0,2.0,295.0,2.0,4.0,83976.0,83172.0,82725.0,0
4,4,4,2011,2011-09-11,12:00:00,monza,157.0,3.0,1.0,231.0,3.0,1.0,84134.0,83342.0,82841.0,1
13,6,6,2011,2011-09-11,12:00:00,monza,74.0,6.0,0.0,231.0,3.0,1.0,84523.0,83681.0,83188.0,0
30,8,8,2011,2011-09-11,12:00:00,monza,42.0,8.0,0.0,98.0,4.0,0.0,85108.0,83671.0,83777.0,0
3,9,9,2011,2011-09-11,12:00:00,monza,56.0,7.0,0.0,98.0,4.0,0.0,84550.0,83335.0,84477.0,0
153,18,18,2011,2011-09-11,12:00:00,monza,10.0,14.0,0.0,22.0,8.0,0.0,85334.0,,,0
67,16,16,2011,2011-09-11,12:00:00,monza,12.0,13.0,0.0,22.0,8.0,0.0,85164.0,84932.0,,0
814,11,11,2011,2011-09-11,12:00:00,monza,8.0,16.0,0.0,32.0,7.0,0.0,84574.0,84163.0,,0
16,12,12,2011,2011-09-11,12:00:00,monza,24.0,12.0,0.0,32.0,7.0,0.0,84595.0,84209.0,,0
811,10,10,2011,2011-09-11,12:00:00,monza,0.0,22.0,0.0,68.0,5.0,0.0,84914.0,84157.0,,0
808,7,7,2011,2011-09-11,12:00:00,monza,34.0,9.0,0.0,68.0,5.0,0.0,84486.0,83741.0,83530.0,0
813,14,14,2011,2011-09-11,12:00:00,monza,1.0,18.0,0.0,5.0,9.0,0.0,84798.0,84726.0,,0
22,13,13,2011,2011-09-11,12:00:00,monza,4.0,17.0,0.0,5.0,9.0,0.0,84975.0,84648.0,,0
5,20,20,2011,2011-09-11,12:00:00,monza,0.0,24.0,0.0,0.0,10.0,0.0,87184.0,,,0
15,19,19,2011,2011-09-11,12:00:00,monza,0.0,20.0,0.0,0.0,10.0,0.0,86647.0,,,0
10,21,21,2011,2011-09-11,12:00:00,monza,0.0,25.0,0.0,0.0,12.0,0.0,87591.0,,,0
816,22,22,2011,2011-09-11,12:00:00,monza,0.0,23.0,0.0,0.0,12.0,0.0,87609.0,,,0
817,23,23,2011,2011-09-11,12:00:00,monza,0.0,27.0,0.0,0.0,11.0,0.0,88054.0,,,0
24,24,24,2011,2011-09-11,12:00:00,monza,0.0,21.0,0.0,0.0,11.0,0.0,88231.0,,,0
815,15,15,2011,2011-09-11,12:00:00,monza,8.0,15.0,0.0,35.0,6.0,0.0,85113.0,84845.0,,0
155,17,17,2011,2011-09-11,12:00:00,monza,27.0,11.0,0.0,35.0,6.0,0.0,84879.0,85065.0,,0
1,1,1,2012,2012-09-09,12:00:00,monza,117.0,5.0,2.0,218.0,2.0,4.0,84211.0,84394.0,84010.0,1
18,2,2,2012,2012-09-09,12:00:00,monza,101.0,6.0,2.0,218.0,2.0,4.0,84672.0,84255.0,84133.0,0
815,12,13,2012,2012-09-09,12:00:00,monza,47.0,9.0,0.0,80.0,6.0,0.0,85300.0,84901.0,,1
155,8,9,2012,2012-09-09,12:00:00,monza,33.0,12.0,0.0,80.0,6.0,0.0,85317.0,84683.0,85109.0,0
4,10,10,2012,2012-09-09,12:00:00,monza,164.0,1.0,3.0,199.0,4.0,3.0,84175.0,84242.0,85678.0,1
13,3,3,2012,2012-09-09,12:00:00,monza,35.0,11.0,0.0,199.0,4.0,3.0,84882.0,84505.0,84247.0,0
8,7,8,2012,2012-09-09,12:00:00,monza,131.0,4.0,0.0,207.0,3.0,0.0,85151.0,84742.0,84855.0,0
816,15,16,2012,2012-09-09,12:00:00,monza,,24.0,,207.0,3.0,0.0,85834.0,85408.0,,0
30,4,5,2012,2012-09-09,12:00:00,monza,35.0,10.0,0.0,112.0,5.0,1.0,85302.0,84675.0,84540.0,0
3,6,7,2012,2012-09-09,12:00:00,monza,77.0,7.0,1.0,112.0,5.0,1.0,84689.0,84515.0,84833.0,0
814,9,4,2012,2012-09-09,12:00:00,monza,28.0,15.0,0.0,59.0,7.0,0.0,84875.0,84345.0,84304.0,0
811,13,14,2012,2012-09-09,12:00:00,monza,24.0,16.0,0.0,53.0,8.0,1.0,85135.0,85042.0,,0
813,22,12,2012,2012-09-09,12:00:00,monza,29.0,14.0,1.0,53.0,8.0,1.0,85103.0,84820.0,,0
817,14,15,2012,2012-09-09,12:00:00,monza,4.0,18.0,0.0,12.0,9.0,0.0,85728.0,85312.0,,0
818,16,17,2012,2012-09-09,12:00:00,monza,8.0,17.0,0.0,12.0,9.0,0.0,85649.0,85441.0,,0
5,17,18,2012,2012-09-09,12:00:00,monza,0.0,20.0,0.0,0.0,10.0,0.0,86382.0,,,0
808,18,19,2012,2012-09-09,12:00:00,monza,0.0,19.0,0.0,0.0,10.0,0.0,86887.0,,,0
819,20,21,2012,2012-09-09,12:00:00,monza,0.0,22.0,0.0,0.0,11.0,0.0,87073.0,,,0
10,19,20,2012,2012-09-09,12:00:00,monza,0.0,21.0,0.0,0.0,11.0,0.0,87039.0,,,0
37,23,23,2012,2012-09-09,12:00:00,monza,0.0,24.0,0.0,0.0,12.0,0.0,87629.0,,,0
39,21,22,2012,2012-09-09,12:00:00,monza,0.0,23.0,0.0,0.0,12.0,0.0,87441.0,,,0
17,11,11,2012,2012-09-09,12:00:00,monza,132.0,3.0,2.0,272.0,1.0,3.0,85556.0,84809.0,,0
20,5,6,2012,2012-09-09,12:00:00,monza,140.0,2.0,1.0,272.0,1.0,3.0,85011.0,84687.0,84802.0,0
20,1,1,2013,2013-09-08,12:00:00,monza,197.0,1.0,5.0,312.0,1.0,5.0,84319.0,83977.0,83755.0,1
17,2,2,2013,2013-09-08,12:00:00,monza,115.0,5.0,0.0,312.0,1.0,5.0,84923.0,84263.0,83968.0,1
4,5,5,2013,2013-09-08,12:00:00,monza,151.0,2.0,2.0,218.0,3.0,2.0,84661.0,84227.0,84142.0,1
13,4,4,2013,2013-09-08,12:00:00,monza,67.0,7.0,0.0,218.0,3.0,2.0,84950.0,84479.0,84132.0,0
807,3,3,2013,2013-09-08,12:00:00,monza,7.0,15.0,0.0,7.0,8.0,0.0,84776.0,84305.0,84065.0,0
821,16,17,2013,2013-09-08,12:00:00,monza,0.0,18.0,0.0,7.0,8.0,0.0,85226.0,,,0
3,6,6,2013,2013-09-08,12:00:00,monza,96.0,6.0,2.0,235.0,2.0,3.0,84527.0,84393.0,84192.0,0
1,12,12,2013,2013-09-08,12:00:00,monza,139.0,3.0,1.0,235.0,2.0,3.0,84589.0,84803.0,,0
817,7,7,2013,2013-09-08,12:00:00,monza,12.0,14.0,0.0,25.0,7.0,0.0,84655.0,84290.0,84209.0,0
818,10,10,2013,2013-09-08,12:00:00,monza,13.0,13.0,0.0,25.0,7.0,0.0,84630.0,84575.0,88050.0,0
154,13,13,2013,2013-09-08,12:00:00,monza,53.0,8.0,0.0,187.0,4.0,1.0,84737.0,84848.0,,0
8,11,11,2013,2013-09-08,12:00:00,monza,134.0,4.0,1.0,187.0,4.0,1.0,84819.0,84610.0,,0
18,9,9,2013,2013-09-08,12:00:00,monza,47.0,9.0,0.0,65.0,5.0,0.0,84739.0,84563.0,84515.0,0
815,8,8,2013,2013-09-08,12:00:00,monza,18.0,12.0,0.0,65.0,5.0,0.0,84635.0,84592.0,84502.0,0
813,14,15,2013,2013-09-08,12:00:00,monza,1.0,16.0,0.0,1.0,9.0,0.0,84905.0,85011.0,,0
822,18,18,2013,2013-09-08,12:00:00,monza,0.0,17.0,0.0,1.0,9.0,0.0,85291.0,,,0
16,17,14,2013,2013-09-08,12:00:00,monza,25.0,11.0,0.0,61.0,6.0,0.0,85030.0,84932.0,,0
814,15,16,2013,2013-09-08,12:00:00,monza,36.0,10.0,0.0,61.0,6.0,0.0,85009.0,85077.0,,0
819,20,20,2013,2013-09-08,12:00:00,monza,0.0,20.0,0.0,0.0,11.0,0.0,86563.0,,,0
823,19,19,2013,2013-09-08,12:00:00,monza,0.0,21.0,0.0,0.0,11.0,0.0,86406.0,,,0
824,21,21,2013,2013-09-08,12:00:00,monza,0.0,19.0,0.0,0.0,10.0,0.0,87085.0,,,0
820,22,22,2013,2013-09-08,12:00:00,monza,0.0,22.0,0.0,0.0,10.0,0.0,87480.0,,,0
1,1,1,2014,2014-09-07,12:00:00,monza,191.0,2.0,5.0,411.0,1.0,9.0,85363.0,84560.0,84109.0,1
3,2,2,2014,2014-09-07,12:00:00,monza,220.0,1.0,4.0,411.0,1.0,9.0,85493.0,84600.0,84383.0,1
13,4,4,2014,2014-09-07,12:00:00,monza,40.0,9.0,0.0,150.0,4.0,0.0,85528.0,85046.0,84865.0,1
822,3,3,2014,2014-09-07,12:00:00,monza,110.0,5.0,0.0,150.0,4.0,0.0,86012.0,84858.0,84697.0,0
817,9,9,2014,2014-09-07,12:00:00,monza,156.0,3.0,3.0,254.0,2.0,3.0,86721.0,85946.0,85709.0,0
20,8,8,2014,2014-09-07,12:00:00,monza,98.0,6.0,0.0,254.0,2.0,3.0,86631.0,85769.0,85436.0,0
815,10,10,2014,2014-09-07,12:00:00,monza,33.0,12.0,0.0,103.0,6.0,0.0,86569.0,85863.0,85944.0,0
807,13,14,2014,2014-09-07,12:00:00,monza,70.0,7.0,0.0,103.0,6.0,0.0,86371.0,86279.0,,0
18,6,6,2014,2014-09-07,12:00:00,monza,68.0,8.0,0.0,105.0,5.0,0.0,86328.0,85630.0,85379.0,0
825,5,5,2014,2014-09-07,12:00:00,monza,37.0,11.0,0.0,105.0,5.0,0.0,86337.0,85973.0,85314.0,0
8,11,12,2014,2014-09-07,12:00:00,monza,39.0,10.0,0.0,160.0,3.0,0.0,86689.0,86110.0,,0
4,7,7,2014,2014-09-07,12:00:00,monza,121.0,4.0,0.0,160.0,3.0,0.0,86514.0,85525.0,85430.0,0
826,21,11,2014,2014-09-07,12:00:00,monza,8.0,15.0,0.0,19.0,7.0,0.0,86261.0,86070.0,,0
818,12,13,2014,2014-09-07,12:00:00,monza,11.0,13.0,0.0,19.0,7.0,0.0,86140.0,86157.0,,0
813,16,17,2014,2014-09-07,12:00:00,monza,0.0,19.0,0.0,8.0,8.0,0.0,87520.0,,,0
154,17,18,2014,2014-09-07,12:00:00,monza,8.0,14.0,0.0,8.0,8.0,0.0,87632.0,,,0
16,14,15,2014,2014-09-07,12:00:00,monza,0.0,17.0,0.0,0.0,10.0,0.0,87034.0,86588.0,,0
